SEXE;EDAT;DATA;ESDEVENIMENT;PAUTA;RECOMPTE
Dona;50 a 59;29/01/2022;Cas;No iniciada;52
Dona;50 a 59;29/01/2022;Hospitalització;Completa;5
Dona;50 a 59;29/01/2022;Crítics;Completa;1
Dona;50 a 59;29/01/2022;Cas;Completa;562
Dona;50 a 59;29/01/2022;Cas;Parcial;11
Dona;50 a 59;29/01/2022;Hospitalització;Parcial;1
Dona;50 a 59;29/01/2022;Hospitalització;No iniciada;3
Home;50 a 59;29/01/2022;Cas;Parcial;4
Home;50 a 59;29/01/2022;Defunció;Completa;1
Home;50 a 59;29/01/2022;Hospitalització;No iniciada;3
Home;50 a 59;29/01/2022;Cas;No iniciada;38
Home;50 a 59;29/01/2022;Crítics;Completa;1
Home;50 a 59;29/01/2022;Cas;Completa;488
Home;50 a 59;29/01/2022;Hospitalització;Completa;7
Dona;60 a 69;29/01/2022;Crítics;No iniciada;1
Dona;60 a 69;29/01/2022;Cas;Parcial;4
Dona;60 a 69;29/01/2022;Cas;Completa;394
Dona;60 a 69;29/01/2022;Hospitalització;No iniciada;1
Dona;60 a 69;29/01/2022;Hospitalització;Completa;9
Dona;60 a 69;29/01/2022;Cas;No iniciada;31
Dona;60 a 69;29/01/2022;Crítics;Completa;1
Home;60 a 69;29/01/2022;Cas;No iniciada;27
Home;60 a 69;29/01/2022;Cas;Parcial;6
Home;60 a 69;29/01/2022;Crítics;No iniciada;3
Home;60 a 69;29/01/2022;Hospitalització;No iniciada;5
Home;60 a 69;29/01/2022;Hospitalització;Completa;19
Home;60 a 69;29/01/2022;Crítics;Completa;4
Home;60 a 69;29/01/2022;Cas;Completa;316
Home;60 a 69;29/01/2022;Defunció;Completa;2
Dona;70 a 79;29/01/2022;Cas;No iniciada;13
Dona;70 a 79;29/01/2022;Crítics;Completa;1
Dona;70 a 79;29/01/2022;Hospitalització;Completa;7
Dona;70 a 79;29/01/2022;Crítics;No iniciada;3
Dona;70 a 79;29/01/2022;Hospitalització;No iniciada;6
Dona;70 a 79;29/01/2022;Cas;Parcial;2
Dona;70 a 79;29/01/2022;Cas;Completa;266
Home;70 a 79;29/01/2022;Hospitalització;No iniciada;4
Home;70 a 79;29/01/2022;Crítics;No iniciada;1
Home;70 a 79;29/01/2022;Hospitalització;Completa;28
Home;70 a 79;29/01/2022;Crítics;Completa;1
Home;70 a 79;29/01/2022;Defunció;No iniciada;1
Home;70 a 79;29/01/2022;Cas;Completa;212
Home;70 a 79;29/01/2022;Cas;No iniciada;8
Dona;80 o més;29/01/2022;Hospitalització;No iniciada;8
Dona;80 o més;29/01/2022;Defunció;No iniciada;1
Dona;80 o més;29/01/2022;Cas;Parcial;2
Dona;80 o més;29/01/2022;Cas;No iniciada;20
Dona;80 o més;29/01/2022;Cas;Completa;202
Dona;80 o més;29/01/2022;Crítics;Completa;2
Dona;80 o més;29/01/2022;Defunció;Completa;11
Dona;80 o més;29/01/2022;Hospitalització;Completa;33
Home;80 o més;29/01/2022;Defunció;No iniciada;4
Home;80 o més;29/01/2022;Cas;No iniciada;5
Home;80 o més;29/01/2022;Hospitalització;No iniciada;4
Home;80 o més;29/01/2022;Defunció;Completa;9
Home;80 o més;29/01/2022;Hospitalització;Completa;38
Home;80 o més;29/01/2022;Cas;Completa;132
Home;80 o més;29/01/2022;Hospitalització;Parcial;1
No classificat;No classificat;29/01/2022;Cas;Parcial;2
No classificat;No classificat;29/01/2022;Cas;Completa;13
No classificat;No classificat;29/01/2022;Cas;No iniciada;221
Dona;0 a 9;28/01/2022;Hospitalització;No iniciada;2
Dona;0 a 9;28/01/2022;Cas;Parcial;380
Dona;0 a 9;28/01/2022;Cas;No iniciada;1,171
Dona;0 a 9;28/01/2022;Crítics;Parcial;1
Home;0 a 9;28/01/2022;Cas;Parcial;471
Home;0 a 9;28/01/2022;Hospitalització;No iniciada;2
Home;0 a 9;28/01/2022;Cas;No iniciada;1,289
Home;0 a 9;28/01/2022;Hospitalització;Parcial;1
Dona;10 a 19;28/01/2022;Cas;No iniciada;329
Dona;10 a 19;28/01/2022;Cas;Completa;1,100
Dona;10 a 19;28/01/2022;Hospitalització;No iniciada;1
Dona;10 a 19;28/01/2022;Cas;Parcial;271
Home;10 a 19;28/01/2022;Cas;No iniciada;395
Home;10 a 19;28/01/2022;Hospitalització;Completa;1
Home;10 a 19;28/01/2022;Cas;Parcial;297
Home;10 a 19;28/01/2022;Cas;Completa;1,153
Dona;20 a 29;28/01/2022;Hospitalització;Parcial;1
Dona;20 a 29;28/01/2022;Cas;No iniciada;101
Dona;20 a 29;28/01/2022;Hospitalització;Completa;4
Dona;20 a 29;28/01/2022;Cas;Parcial;20
Dona;20 a 29;28/01/2022;Hospitalització;No iniciada;6
Dona;20 a 29;28/01/2022;Cas;Completa;821
Home;20 a 29;28/01/2022;Cas;No iniciada;117
Home;20 a 29;28/01/2022;Hospitalització;No iniciada;1
Home;20 a 29;28/01/2022;Hospitalització;Parcial;1
Home;20 a 29;28/01/2022;Cas;Parcial;19
Home;20 a 29;28/01/2022;Cas;Completa;684
Home;20 a 29;28/01/2022;Hospitalització;Completa;3
Dona;30 a 39;28/01/2022;Hospitalització;Completa;16
Dona;30 a 39;28/01/2022;Cas;Completa;1,326
Dona;30 a 39;28/01/2022;Cas;Parcial;26
Dona;30 a 39;28/01/2022;Cas;No iniciada;190
Dona;30 a 39;28/01/2022;Hospitalització;No iniciada;9
Home;30 a 39;28/01/2022;Cas;Parcial;24
Home;30 a 39;28/01/2022;Crítics;No iniciada;1
Home;30 a 39;28/01/2022;Cas;No iniciada;144
Home;30 a 39;28/01/2022;Hospitalització;Completa;3
Home;30 a 39;28/01/2022;Cas;Completa;928
Home;30 a 39;28/01/2022;Hospitalització;No iniciada;3
Dona;40 a 49;28/01/2022;Hospitalització;Completa;6
Dona;40 a 49;28/01/2022;Crítics;Completa;1
Dona;40 a 49;28/01/2022;Cas;Completa;1,848
Dona;40 a 49;28/01/2022;Cas;No iniciada;186
Dona;40 a 49;28/01/2022;Hospitalització;No iniciada;3
Dona;40 a 49;28/01/2022;Cas;Parcial;24
Home;40 a 49;28/01/2022;Hospitalització;No iniciada;6
Home;40 a 49;28/01/2022;Cas;Parcial;23
Home;40 a 49;28/01/2022;Crítics;No iniciada;1
Home;40 a 49;28/01/2022;Cas;No iniciada;135
Home;40 a 49;28/01/2022;Hospitalització;Completa;5
Home;40 a 49;28/01/2022;Cas;Completa;1,469
Dona;50 a 59;28/01/2022;Crítics;No iniciada;2
Dona;50 a 59;28/01/2022;Hospitalització;Completa;8
Dona;50 a 59;28/01/2022;Hospitalització;No iniciada;6
Dona;50 a 59;28/01/2022;Cas;No iniciada;86
Dona;50 a 59;28/01/2022;Cas;Completa;828
Dona;50 a 59;28/01/2022;Cas;Parcial;15
Home;50 a 59;28/01/2022;Cas;No iniciada;72
Home;50 a 59;28/01/2022;Cas;Parcial;13
Home;50 a 59;28/01/2022;Hospitalització;No iniciada;6
Home;50 a 59;28/01/2022;Crítics;Completa;2
Home;50 a 59;28/01/2022;Crítics;No iniciada;2
Home;50 a 59;28/01/2022;Defunció;No iniciada;1
Home;50 a 59;28/01/2022;Defunció;Completa;1
Home;50 a 59;28/01/2022;Hospitalització;Parcial;1
Home;50 a 59;28/01/2022;Cas;Completa;707
Home;50 a 59;28/01/2022;Hospitalització;Completa;13
Dona;60 a 69;28/01/2022;Defunció;Completa;1
Dona;60 a 69;28/01/2022;Cas;Completa;611
Dona;60 a 69;28/01/2022;Crítics;Completa;2
Dona;60 a 69;28/01/2022;Defunció;No iniciada;1
Dona;60 a 69;28/01/2022;Cas;Parcial;9
Dona;60 a 69;28/01/2022;Hospitalització;Completa;10
Dona;60 a 69;28/01/2022;Cas;No iniciada;54
Dona;60 a 69;28/01/2022;Crítics;No iniciada;2
Dona;60 a 69;28/01/2022;Hospitalització;No iniciada;2
Home;60 a 69;28/01/2022;Cas;Completa;476
Home;60 a 69;28/01/2022;Defunció;Completa;5
Home;60 a 69;28/01/2022;Crítics;No iniciada;2
Home;60 a 69;28/01/2022;Hospitalització;Parcial;3
Home;60 a 69;28/01/2022;Cas;Parcial;1
Home;60 a 69;28/01/2022;Cas;No iniciada;35
Home;60 a 69;28/01/2022;Crítics;Completa;5
Home;60 a 69;28/01/2022;Hospitalització;Completa;20
Home;60 a 69;28/01/2022;Hospitalització;No iniciada;12
Dona;70 a 79;28/01/2022;Crítics;Completa;1
Dona;70 a 79;28/01/2022;Cas;No iniciada;22
Dona;70 a 79;28/01/2022;Cas;Parcial;3
Dona;70 a 79;28/01/2022;Hospitalització;Parcial;1
Dona;70 a 79;28/01/2022;Hospitalització;No iniciada;8
Dona;70 a 79;28/01/2022;Cas;Completa;414
Dona;70 a 79;28/01/2022;Defunció;Completa;2
Dona;70 a 79;28/01/2022;Hospitalització;Completa;12
Home;70 a 79;28/01/2022;Cas;Parcial;1
Home;70 a 79;28/01/2022;Cas;No iniciada;22
Home;70 a 79;28/01/2022;Defunció;No iniciada;1
Home;70 a 79;28/01/2022;Defunció;Completa;3
Home;70 a 79;28/01/2022;Hospitalització;No iniciada;11
Home;70 a 79;28/01/2022;Hospitalització;Completa;31
Home;70 a 79;28/01/2022;Cas;Completa;381
Home;70 a 79;28/01/2022;Crítics;No iniciada;2
Home;70 a 79;28/01/2022;Hospitalització;Parcial;1
Home;70 a 79;28/01/2022;Crítics;Completa;7
Dona;80 o més;28/01/2022;Defunció;Completa;7
Dona;80 o més;28/01/2022;Hospitalització;Completa;50
Dona;80 o més;28/01/2022;Hospitalització;No iniciada;11
Dona;80 o més;28/01/2022;Cas;Completa;431
Dona;80 o més;28/01/2022;Hospitalització;Parcial;1
Dona;80 o més;28/01/2022;Cas;No iniciada;25
Dona;80 o més;28/01/2022;Cas;Parcial;3
Dona;80 o més;28/01/2022;Defunció;No iniciada;2
Dona;80 o més;28/01/2022;Crítics;No iniciada;1
Home;80 o més;28/01/2022;Hospitalització;No iniciada;8
Home;80 o més;28/01/2022;Cas;No iniciada;15
Home;80 o més;28/01/2022;Hospitalització;Completa;37
Home;80 o més;28/01/2022;Hospitalització;Parcial;2
Home;80 o més;28/01/2022;Crítics;Completa;2
Home;80 o més;28/01/2022;Defunció;No iniciada;3
Home;80 o més;28/01/2022;Cas;Parcial;2
Home;80 o més;28/01/2022;Cas;Completa;271
Home;80 o més;28/01/2022;Defunció;Completa;9
No classificat;No classificat;28/01/2022;Hospitalització;No iniciada;3
No classificat;No classificat;28/01/2022;Cas;Completa;26
No classificat;No classificat;28/01/2022;Crítics;No iniciada;1
No classificat;No classificat;28/01/2022;Cas;Parcial;3
No classificat;No classificat;28/01/2022;Cas;No iniciada;323
Dona;0 a 9;27/01/2022;Cas;No iniciada;1,473
Dona;0 a 9;27/01/2022;Hospitalització;No iniciada;3
Dona;0 a 9;27/01/2022;Cas;Parcial;426
Dona;0 a 9;27/01/2022;Crítics;No iniciada;1
Home;0 a 9;27/01/2022;Cas;No iniciada;1,555
Home;0 a 9;27/01/2022;Cas;Parcial;476
Home;0 a 9;27/01/2022;Hospitalització;No iniciada;5
Dona;10 a 19;27/01/2022;Cas;Parcial;296
Dona;10 a 19;27/01/2022;Cas;Completa;1,335
Dona;10 a 19;27/01/2022;Hospitalització;Completa;2
Dona;10 a 19;27/01/2022;Hospitalització;No iniciada;1
Dona;10 a 19;27/01/2022;Cas;No iniciada;425
Home;10 a 19;27/01/2022;Cas;Completa;1,348
Home;10 a 19;27/01/2022;Cas;No iniciada;403
Home;10 a 19;27/01/2022;Hospitalització;Completa;2
Home;10 a 19;27/01/2022;Crítics;No iniciada;1
Home;10 a 19;27/01/2022;Hospitalització;No iniciada;2
Home;10 a 19;27/01/2022;Cas;Parcial;311
Dona;20 a 29;27/01/2022;Cas;Parcial;20
Dona;20 a 29;27/01/2022;Cas;No iniciada;118
Dona;20 a 29;27/01/2022;Cas;Completa;1,071
Dona;20 a 29;27/01/2022;Hospitalització;No iniciada;2
Dona;20 a 29;27/01/2022;Hospitalització;Completa;2
Home;20 a 29;27/01/2022;Cas;No iniciada;131
Home;20 a 29;27/01/2022;Hospitalització;No iniciada;1
Home;20 a 29;27/01/2022;Hospitalització;Completa;3
Home;20 a 29;27/01/2022;Cas;Completa;781
Home;20 a 29;27/01/2022;Cas;Parcial;32
Dona;30 a 39;27/01/2022;Cas;Completa;1,675
Dona;30 a 39;27/01/2022;Cas;No iniciada;244
Dona;30 a 39;27/01/2022;Cas;Parcial;38
Dona;30 a 39;27/01/2022;Hospitalització;No iniciada;10
Dona;30 a 39;27/01/2022;Hospitalització;Parcial;1
Dona;30 a 39;27/01/2022;Hospitalització;Completa;12
Home;30 a 39;27/01/2022;Cas;Completa;1,146
Home;30 a 39;27/01/2022;Cas;Parcial;31
Home;30 a 39;27/01/2022;Cas;No iniciada;171
Home;30 a 39;27/01/2022;Hospitalització;No iniciada;3
Home;30 a 39;27/01/2022;Hospitalització;Completa;2
Dona;40 a 49;27/01/2022;Cas;Parcial;23
Dona;40 a 49;27/01/2022;Hospitalització;No iniciada;2
Dona;40 a 49;27/01/2022;Cas;Completa;2,338
Dona;40 a 49;27/01/2022;Crítics;Parcial;1
Dona;40 a 49;27/01/2022;Hospitalització;Parcial;1
Dona;40 a 49;27/01/2022;Cas;No iniciada;194
Dona;40 a 49;27/01/2022;Hospitalització;Completa;11
Home;40 a 49;27/01/2022;Crítics;Completa;2
Home;40 a 49;27/01/2022;Hospitalització;No iniciada;4
Home;40 a 49;27/01/2022;Cas;Completa;1,711
Home;40 a 49;27/01/2022;Cas;Parcial;16
Home;40 a 49;27/01/2022;Cas;No iniciada;184
Home;40 a 49;27/01/2022;Hospitalització;Completa;6
Dona;50 a 59;27/01/2022;Crítics;Completa;1
Dona;50 a 59;27/01/2022;Cas;Completa;989
Dona;50 a 59;27/01/2022;Hospitalització;Completa;10
Dona;50 a 59;27/01/2022;Cas;Parcial;9
Dona;50 a 59;27/01/2022;Cas;No iniciada;85
Dona;50 a 59;27/01/2022;Defunció;Completa;1
Home;50 a 59;27/01/2022;Crítics;No iniciada;1
Home;50 a 59;27/01/2022;Hospitalització;No iniciada;4
Home;50 a 59;27/01/2022;Defunció;Completa;2
Home;50 a 59;27/01/2022;Hospitalització;Parcial;1
Home;50 a 59;27/01/2022;Crítics;Completa;3
Home;50 a 59;27/01/2022;Cas;Completa;778
Home;50 a 59;27/01/2022;Hospitalització;Completa;11
Home;50 a 59;27/01/2022;Cas;Parcial;3
Home;50 a 59;27/01/2022;Cas;No iniciada;68
Dona;60 a 69;27/01/2022;Crítics;No iniciada;3
Dona;60 a 69;27/01/2022;Cas;Parcial;5
Dona;60 a 69;27/01/2022;Crítics;Completa;2
Dona;60 a 69;27/01/2022;Cas;No iniciada;58
Dona;60 a 69;27/01/2022;Cas;Completa;622
Dona;60 a 69;27/01/2022;Hospitalització;Completa;13
Dona;60 a 69;27/01/2022;Hospitalització;No iniciada;6
Home;60 a 69;27/01/2022;Crítics;No iniciada;2
Home;60 a 69;27/01/2022;Hospitalització;No iniciada;8
Home;60 a 69;27/01/2022;Defunció;Completa;4
Home;60 a 69;27/01/2022;Cas;Parcial;9
Home;60 a 69;27/01/2022;Cas;No iniciada;41
Home;60 a 69;27/01/2022;Defunció;No iniciada;1
Home;60 a 69;27/01/2022;Crítics;Completa;5
Home;60 a 69;27/01/2022;Defunció;Parcial;1
Home;60 a 69;27/01/2022;Hospitalització;Completa;26
Home;60 a 69;27/01/2022;Cas;Completa;492
Dona;70 a 79;27/01/2022;Cas;Parcial;3
Dona;70 a 79;27/01/2022;Cas;Completa;478
Dona;70 a 79;27/01/2022;Crítics;No iniciada;2
Dona;70 a 79;27/01/2022;Cas;No iniciada;31
Dona;70 a 79;27/01/2022;Crítics;Completa;2
Dona;70 a 79;27/01/2022;Defunció;No iniciada;1
Dona;70 a 79;27/01/2022;Defunció;Completa;2
Dona;70 a 79;27/01/2022;Hospitalització;No iniciada;6
Dona;70 a 79;27/01/2022;Hospitalització;Completa;20
Home;70 a 79;27/01/2022;Crítics;Parcial;1
Home;70 a 79;27/01/2022;Crítics;No iniciada;4
Home;70 a 79;27/01/2022;Cas;Completa;408
Home;70 a 79;27/01/2022;Defunció;No iniciada;2
Home;70 a 79;27/01/2022;Cas;No iniciada;20
Home;70 a 79;27/01/2022;Hospitalització;Parcial;1
Home;70 a 79;27/01/2022;Hospitalització;No iniciada;8
Home;70 a 79;27/01/2022;Defunció;Completa;4
Home;70 a 79;27/01/2022;Crítics;Completa;1
Home;70 a 79;27/01/2022;Cas;Parcial;2
Home;70 a 79;27/01/2022;Hospitalització;Completa;23
Dona;80 o més;27/01/2022;Cas;Completa;476
Dona;80 o més;27/01/2022;Defunció;Completa;11
Dona;80 o més;27/01/2022;Defunció;Parcial;1
Dona;80 o més;27/01/2022;Defunció;No iniciada;2
Dona;80 o més;27/01/2022;Hospitalització;Completa;53
Dona;80 o més;27/01/2022;Cas;No iniciada;27
Dona;80 o més;27/01/2022;Hospitalització;No iniciada;6
Dona;80 o més;27/01/2022;Cas;Parcial;5
Home;80 o més;27/01/2022;Defunció;Completa;9
Home;80 o més;27/01/2022;Defunció;No iniciada;4
Home;80 o més;27/01/2022;Cas;Parcial;2
Home;80 o més;27/01/2022;Cas;No iniciada;12
Home;80 o més;27/01/2022;Cas;Completa;240
Home;80 o més;27/01/2022;Hospitalització;Completa;39
Home;80 o més;27/01/2022;Defunció;Parcial;2
Home;80 o més;27/01/2022;Crítics;Completa;2
Home;80 o més;27/01/2022;Hospitalització;No iniciada;8
No classificat;No classificat;27/01/2022;Cas;Completa;26
No classificat;No classificat;27/01/2022;Hospitalització;No iniciada;2
No classificat;No classificat;27/01/2022;Cas;Parcial;1
No classificat;No classificat;27/01/2022;Cas;No iniciada;417
Dona;0 a 9;26/01/2022;Cas;No iniciada;1,650
Dona;0 a 9;26/01/2022;Cas;Parcial;501
Dona;0 a 9;26/01/2022;Hospitalització;No iniciada;3
Home;0 a 9;26/01/2022;Cas;No iniciada;1,826
Home;0 a 9;26/01/2022;Hospitalització;No iniciada;7
Home;0 a 9;26/01/2022;Crítics;No iniciada;1
Home;0 a 9;26/01/2022;Cas;Parcial;523
Dona;10 a 19;26/01/2022;Hospitalització;Completa;1
Dona;10 a 19;26/01/2022;Cas;Completa;1,583
Dona;10 a 19;26/01/2022;Cas;No iniciada;484
Dona;10 a 19;26/01/2022;Cas;Parcial;333
Home;10 a 19;26/01/2022;Cas;Parcial;367
Home;10 a 19;26/01/2022;Hospitalització;Completa;2
Home;10 a 19;26/01/2022;Cas;No iniciada;465
Home;10 a 19;26/01/2022;Cas;Completa;1,675
Dona;20 a 29;26/01/2022;Cas;Parcial;21
Dona;20 a 29;26/01/2022;Hospitalització;Completa;6
Dona;20 a 29;26/01/2022;Cas;No iniciada;151
Dona;20 a 29;26/01/2022;Cas;Completa;1,317
Dona;20 a 29;26/01/2022;Crítics;Completa;1
Dona;20 a 29;26/01/2022;Hospitalització;Parcial;1
Dona;20 a 29;26/01/2022;Hospitalització;No iniciada;4
Home;20 a 29;26/01/2022;Cas;Parcial;34
Home;20 a 29;26/01/2022;Crítics;No iniciada;1
Home;20 a 29;26/01/2022;Cas;Completa;1,050
Home;20 a 29;26/01/2022;Hospitalització;No iniciada;2
Home;20 a 29;26/01/2022;Cas;No iniciada;140
Home;20 a 29;26/01/2022;Hospitalització;Completa;1
Dona;30 a 39;26/01/2022;Cas;No iniciada;282
Dona;30 a 39;26/01/2022;Cas;Parcial;42
Dona;30 a 39;26/01/2022;Cas;Completa;2,129
Dona;30 a 39;26/01/2022;Hospitalització;Completa;7
Dona;30 a 39;26/01/2022;Crítics;Completa;1
Dona;30 a 39;26/01/2022;Hospitalització;No iniciada;11
Home;30 a 39;26/01/2022;Cas;No iniciada;274
Home;30 a 39;26/01/2022;Cas;Completa;1,511
Home;30 a 39;26/01/2022;Cas;Parcial;27
Home;30 a 39;26/01/2022;Hospitalització;No iniciada;3
Home;30 a 39;26/01/2022;Hospitalització;Completa;2
Dona;40 a 49;26/01/2022;Cas;Parcial;36
Dona;40 a 49;26/01/2022;Cas;No iniciada;273
Dona;40 a 49;26/01/2022;Hospitalització;No iniciada;3
Dona;40 a 49;26/01/2022;Cas;Completa;2,607
Dona;40 a 49;26/01/2022;Hospitalització;Parcial;1
Dona;40 a 49;26/01/2022;Hospitalització;Completa;18
Dona;40 a 49;26/01/2022;Crítics;Completa;2
Home;40 a 49;26/01/2022;Cas;Parcial;25
Home;40 a 49;26/01/2022;Hospitalització;Parcial;1
Home;40 a 49;26/01/2022;Defunció;Completa;1
Home;40 a 49;26/01/2022;Cas;Completa;2,165
Home;40 a 49;26/01/2022;Hospitalització;No iniciada;12
Home;40 a 49;26/01/2022;Cas;No iniciada;229
Home;40 a 49;26/01/2022;Crítics;Parcial;1
Home;40 a 49;26/01/2022;Hospitalització;Completa;9
Home;40 a 49;26/01/2022;Crítics;No iniciada;3
Dona;50 a 59;26/01/2022;Crítics;Completa;3
Dona;50 a 59;26/01/2022;Cas;No iniciada;126
Dona;50 a 59;26/01/2022;Hospitalització;Parcial;1
Dona;50 a 59;26/01/2022;Cas;Completa;1,142
Dona;50 a 59;26/01/2022;Cas;Parcial;12
Dona;50 a 59;26/01/2022;Defunció;Completa;1
Dona;50 a 59;26/01/2022;Hospitalització;Completa;12
Dona;50 a 59;26/01/2022;Hospitalització;No iniciada;8
Home;50 a 59;26/01/2022;Crítics;Completa;2
Home;50 a 59;26/01/2022;Cas;No iniciada;93
Home;50 a 59;26/01/2022;Defunció;Completa;2
Home;50 a 59;26/01/2022;Cas;Completa;842
Home;50 a 59;26/01/2022;Crítics;No iniciada;1
Home;50 a 59;26/01/2022;Hospitalització;Parcial;3
Home;50 a 59;26/01/2022;Cas;Parcial;11
Home;50 a 59;26/01/2022;Hospitalització;No iniciada;6
Home;50 a 59;26/01/2022;Crítics;Parcial;1
Home;50 a 59;26/01/2022;Hospitalització;Completa;25
Dona;60 a 69;26/01/2022;Hospitalització;No iniciada;10
Dona;60 a 69;26/01/2022;Defunció;No iniciada;1
Dona;60 a 69;26/01/2022;Cas;No iniciada;63
Dona;60 a 69;26/01/2022;Crítics;No iniciada;2
Dona;60 a 69;26/01/2022;Crítics;Completa;3
Dona;60 a 69;26/01/2022;Defunció;Completa;2
Dona;60 a 69;26/01/2022;Cas;Completa;726
Dona;60 a 69;26/01/2022;Crítics;Parcial;1
Dona;60 a 69;26/01/2022;Hospitalització;Completa;17
Dona;60 a 69;26/01/2022;Cas;Parcial;11
Home;60 a 69;26/01/2022;Defunció;Parcial;1
Home;60 a 69;26/01/2022;Cas;No iniciada;48
Home;60 a 69;26/01/2022;Crítics;No iniciada;2
Home;60 a 69;26/01/2022;Hospitalització;Parcial;2
Home;60 a 69;26/01/2022;Cas;Completa;555
Home;60 a 69;26/01/2022;Crítics;Parcial;1
Home;60 a 69;26/01/2022;Crítics;Completa;7
Home;60 a 69;26/01/2022;Hospitalització;Completa;34
Home;60 a 69;26/01/2022;Cas;Parcial;8
Home;60 a 69;26/01/2022;Hospitalització;No iniciada;7
Dona;70 a 79;26/01/2022;Cas;No iniciada;34
Dona;70 a 79;26/01/2022;Hospitalització;Completa;27
Dona;70 a 79;26/01/2022;Defunció;Completa;3
Dona;70 a 79;26/01/2022;Cas;Parcial;4
Dona;70 a 79;26/01/2022;Hospitalització;Parcial;1
Dona;70 a 79;26/01/2022;Crítics;No iniciada;1
Dona;70 a 79;26/01/2022;Crítics;Completa;4
Dona;70 a 79;26/01/2022;Hospitalització;No iniciada;7
Dona;70 a 79;26/01/2022;Cas;Completa;496
Home;70 a 79;26/01/2022;Hospitalització;No iniciada;8
Home;70 a 79;26/01/2022;Defunció;No iniciada;2
Home;70 a 79;26/01/2022;Cas;Completa;435
Home;70 a 79;26/01/2022;Crítics;No iniciada;4
Home;70 a 79;26/01/2022;Cas;Parcial;1
Home;70 a 79;26/01/2022;Crítics;Completa;1
Home;70 a 79;26/01/2022;Cas;No iniciada;25
Home;70 a 79;26/01/2022;Defunció;Completa;6
Home;70 a 79;26/01/2022;Crítics;Parcial;1
Home;70 a 79;26/01/2022;Hospitalització;Completa;33
Home;70 a 79;26/01/2022;Hospitalització;Parcial;2
Dona;80 o més;26/01/2022;Defunció;Completa;11
Dona;80 o més;26/01/2022;Hospitalització;Completa;52
Dona;80 o més;26/01/2022;Hospitalització;Parcial;1
Dona;80 o més;26/01/2022;Cas;No iniciada;25
Dona;80 o més;26/01/2022;Cas;Parcial;6
Dona;80 o més;26/01/2022;Crítics;No iniciada;1
Dona;80 o més;26/01/2022;Cas;Completa;501
Dona;80 o més;26/01/2022;Hospitalització;No iniciada;15
Dona;80 o més;26/01/2022;Defunció;No iniciada;3
Home;80 o més;26/01/2022;Crítics;Completa;1
Home;80 o més;26/01/2022;Hospitalització;No iniciada;8
Home;80 o més;26/01/2022;Hospitalització;Completa;47
Home;80 o més;26/01/2022;Defunció;Completa;15
Home;80 o més;26/01/2022;Cas;Parcial;3
Home;80 o més;26/01/2022;Hospitalització;Parcial;2
Home;80 o més;26/01/2022;Cas;No iniciada;10
Home;80 o més;26/01/2022;Cas;Completa;285
Home;80 o més;26/01/2022;Defunció;No iniciada;3
No classificat;No classificat;26/01/2022;Cas;Parcial;8
No classificat;No classificat;26/01/2022;Crítics;No iniciada;1
No classificat;No classificat;26/01/2022;Cas;Completa;39
No classificat;No classificat;26/01/2022;Hospitalització;No iniciada;3
No classificat;No classificat;26/01/2022;Cas;No iniciada;422
Dona;0 a 9;25/01/2022;Cas;Parcial;650
Dona;0 a 9;25/01/2022;Hospitalització;No iniciada;2
Dona;0 a 9;25/01/2022;Hospitalització;Parcial;1
Dona;0 a 9;25/01/2022;Cas;No iniciada;2,177
Home;0 a 9;25/01/2022;Cas;Completa;1
Home;0 a 9;25/01/2022;Cas;Parcial;656
Home;0 a 9;25/01/2022;Hospitalització;No iniciada;4
Home;0 a 9;25/01/2022;Cas;No iniciada;2,241
Dona;10 a 19;25/01/2022;Hospitalització;Completa;3
Dona;10 a 19;25/01/2022;Cas;No iniciada;551
Dona;10 a 19;25/01/2022;Cas;Completa;1,858
Dona;10 a 19;25/01/2022;Hospitalització;No iniciada;3
Dona;10 a 19;25/01/2022;Cas;Parcial;408
Home;10 a 19;25/01/2022;Cas;No iniciada;667
Home;10 a 19;25/01/2022;Hospitalització;Completa;1
Home;10 a 19;25/01/2022;Cas;Parcial;458
Home;10 a 19;25/01/2022;Cas;Completa;1,953
Dona;20 a 29;25/01/2022;Hospitalització;Completa;6
Dona;20 a 29;25/01/2022;Cas;No iniciada;202
Dona;20 a 29;25/01/2022;Cas;Completa;1,249
Dona;20 a 29;25/01/2022;Crítics;No iniciada;1
Dona;20 a 29;25/01/2022;Cas;Parcial;30
Dona;20 a 29;25/01/2022;Hospitalització;No iniciada;4
Home;20 a 29;25/01/2022;Hospitalització;Completa;4
Home;20 a 29;25/01/2022;Cas;No iniciada;186
Home;20 a 29;25/01/2022;Cas;Parcial;33
